0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+02,8.000000000000000167e-02
6.000000000000000000e+02,2.999999999999999889e-02
7.000000000000000000e+02,5.000000000000000278e-02
8.000000000000000000e+02,1.000000000000000021e-02
9.000000000000000000e+02,5.999999999999999778e-02
1.000000000000000000e+03,5.000000000000000278e-02
1.100000000000000000e+03,5.999999999999999778e-02
1.200000000000000000e+03,1.100000000000000006e-01
1.300000000000000000e+03,1.400000000000000133e-01
1.400000000000000000e+03,7.000000000000000666e-02
1.500000000000000000e+03,5.000000000000000278e-02
1.600000000000000000e+03,1.300000000000000044e-01
1.700000000000000000e+03,8.000000000000000167e-02
1.800000000000000000e+03,8.999999999999999667e-02
1.900000000000000000e+03,1.100000000000000006e-01
2.000000000000000000e+03,1.000000000000000056e-01
2.100000000000000000e+03,8.999999999999999667e-02
2.200000000000000000e+03,8.999999999999999667e-02
2.300000000000000000e+03,8.999999999999999667e-02
2.400000000000000000e+03,1.499999999999999944e-01
2.500000000000000000e+03,1.799999999999999933e-01
2.600000000000000000e+03,1.300000000000000044e-01
2.700000000000000000e+03,1.600000000000000033e-01
2.800000000000000000e+03,2.399999999999999911e-01
2.900000000000000000e+03,1.300000000000000044e-01
3.000000000000000000e+03,2.800000000000000266e-01
3.100000000000000000e+03,1.799999999999999933e-01
3.200000000000000000e+03,2.800000000000000266e-01
3.300000000000000000e+03,3.599999999999999867e-01
3.400000000000000000e+03,2.399999999999999911e-01
3.500000000000000000e+03,4.500000000000000111e-01
3.600000000000000000e+03,3.900000000000000133e-01
3.700000000000000000e+03,6.999999999999999556e-01
3.800000000000000000e+03,5.999999999999999778e-01
3.900000000000000000e+03,4.000000000000000222e-01
4.000000000000000000e+03,5.100000000000000089e-01
4.100000000000000000e+03,5.400000000000000355e-01
4.200000000000000000e+03,6.999999999999999556e-01
4.300000000000000000e+03,8.100000000000000533e-01
4.400000000000000000e+03,6.999999999999999556e-01
4.500000000000000000e+03,7.700000000000000178e-01
4.600000000000000000e+03,8.000000000000000444e-01
4.700000000000000000e+03,6.400000000000000133e-01
4.800000000000000000e+03,5.400000000000000355e-01
4.900000000000000000e+03,5.600000000000000533e-01
5.000000000000000000e+03,5.899999999999999689e-01
5.100000000000000000e+03,6.099999999999999867e-01
5.200000000000000000e+03,2.000000000000000111e-01
5.300000000000000000e+03,2.899999999999999800e-01
5.400000000000000000e+03,8.100000000000000533e-01
5.500000000000000000e+03,2.700000000000000178e-01
5.600000000000000000e+03,5.300000000000000266e-01
5.700000000000000000e+03,4.199999999999999845e-01
5.800000000000000000e+03,4.699999999999999734e-01
5.900000000000000000e+03,5.999999999999999778e-01
6.000000000000000000e+03,6.999999999999999556e-01
6.100000000000000000e+03,2.899999999999999800e-01
6.200000000000000000e+03,4.600000000000000200e-01
6.300000000000000000e+03,6.500000000000000222e-01
6.400000000000000000e+03,6.400000000000000133e-01
6.500000000000000000e+03,7.399999999999999911e-01
6.600000000000000000e+03,7.099999999999999645e-01
6.700000000000000000e+03,5.500000000000000444e-01
6.800000000000000000e+03,7.099999999999999645e-01
6.900000000000000000e+03,7.199999999999999734e-01
7.000000000000000000e+03,7.199999999999999734e-01
7.100000000000000000e+03,6.700000000000000400e-01
7.200000000000000000e+03,6.899999999999999467e-01
7.300000000000000000e+03,6.700000000000000400e-01
7.400000000000000000e+03,7.500000000000000000e-01
7.500000000000000000e+03,4.299999999999999933e-01
7.600000000000000000e+03,8.100000000000000533e-01
7.700000000000000000e+03,4.899999999999999911e-01
7.800000000000000000e+03,7.500000000000000000e-01
7.900000000000000000e+03,6.999999999999999556e-01
8.000000000000000000e+03,7.099999999999999645e-01
8.100000000000000000e+03,7.800000000000000266e-01
8.200000000000000000e+03,5.400000000000000355e-01
8.300000000000000000e+03,6.099999999999999867e-01
8.400000000000000000e+03,2.300000000000000100e-01
8.500000000000000000e+03,6.099999999999999867e-01
8.600000000000000000e+03,7.099999999999999645e-01
8.700000000000000000e+03,5.699999999999999512e-01
8.800000000000000000e+03,5.200000000000000178e-01
8.900000000000000000e+03,5.999999999999999778e-01
9.000000000000000000e+03,5.000000000000000000e-01
9.100000000000000000e+03,5.699999999999999512e-01
9.200000000000000000e+03,5.699999999999999512e-01
9.300000000000000000e+03,5.100000000000000089e-01
9.400000000000000000e+03,5.400000000000000355e-01
9.500000000000000000e+03,8.599999999999999867e-01
9.600000000000000000e+03,6.999999999999999556e-01
9.700000000000000000e+03,6.999999999999999556e-01
9.800000000000000000e+03,7.299999999999999822e-01
9.900000000000000000e+03,6.999999999999999556e-01
